numero_arrete,date_signature,debut_validite_arrete,fin_validite_arrete,duree_jours
2023_AFFLUENTS_RIVE_DROITE_TARN_MEDIAN_04,2023-08-17,2023-08-19,2023-08-25,7.0
2023_AFFLUENTS_TARN_MOYEN_06,2023-08-17,2023-08-19,2023-08-25,7.0
2023_AFFLUENTS_TARN_AVAL_06,2023-08-17,2023-08-19,2023-08-25,7.0
2023_TESCOU_06,2023-08-17,2023-08-19,2023-08-25,7.0
2023_THORE_ARN_NON_REALIMENTES_05,2023-08-17,2023-08-19,2023-08-25,7.0
2023_VERE_NON_REALIMENTE_05,2023-08-17,2023-08-19,2023-08-25,7.0
2023_AGROS_09,2023-08-17,2023-08-19,2023-08-25,7.0
2023_ASSOU_05,2023-08-17,2023-08-19,2023-08-25,7.0
2023_BAGAS_07,2023-08-17,2023-08-19,2023-08-25,7.0
2023_BERNAZOBRE_05,2023-08-17,2023-08-19,2023-08-25,7.0
2023_EN_GUIBAUD_07,2023-08-17,2023-08-19,2023-08-25,7.0
2023_DOURDOU_08,2023-08-17,2023-08-19,2023-08-25,7.0
2023_RANCE_07,2023-08-17,2023-08-19,2023-08-25,7.0
2023_DURENQUE_01,2023-08-17,2023-08-19,2023-08-25,7.0
2023_GIROU_05,2023-08-17,2023-08-19,2023-08-25,7.0
41-2023-08-17-00002,2023-08-17,2023-08-19,2023-08-25,7.0
07-2023-08-18-00001,2023-08-18,2023-08-18,2023-08-23,6.0
20230818_AP6,2023-08-18,2023-08-18,2023-08-24,7.0
64-2023-08-18-00001 Baïse interdiction,2023-08-18,2023-08-18,2023-10-31,75.0
64-2023-08-17-00004 Saleys AR,2023-08-17,2023-08-18,2023-10-31,75.0
64-2023-08-17-00003 Lausset AR,2023-08-17,2023-08-18,2023-08-24,7.0
64-2023-08-17-00002 Ousse A.AR,2023-08-17,2023-08-18,2023-08-24,7.0
64-2023-08-18-00002 Soust interdiction,2023-08-18,2023-08-18,2023-10-31,75.0
Arrêté du 18 août 2023,2023-08-18,2023-08-18,2023-08-25,8.0
2350-23-00141,2023-08-18,2023-08-19,2023-09-30,43.0
AP 2023-1095_Hors ACI-signé,2023-08-18,2023-08-19,2023-08-30,12.0
AP DDTM/SEBIO/2023-71 Fleuves Côtiers Ouest,2023-08-17,2023-08-17,2023-10-15,60.0
AP 2023-1096 ACI adour,2023-08-18,2023-08-19,2023-08-23,5.0
AP DDTM/SEBIO/2023-74 Nappe Giscle-Môle,2023-08-17,2023-08-17,2023-10-15,60.0
AP DDTM/SEBIO/2023-70 Gapeau,2023-08-17,2023-08-17,2023-10-15,60.0
DT-23-0652,2023-08-18,2023-08-19,2023-08-24,6.0
AP 2023-1111 ACI Neste,2023-08-18,2023-08-19,2023-10-31,74.0
AP DDTM/SEBIO/2023-83 Argens,2023-08-17,2023-08-17,2023-10-15,60.0
AP DDTM/SEBIO/2023-11 Vigilance,2023-02-17,2023-02-17,2023-02-16,0.0
05-2023-08-18-00002,2023-08-18,2023-08-18,2023-09-05,19.0
65-2023-08-18-00005,2023-08-18,2023-08-19,2023-08-22,4.0
AP_2023_DDT_SEB_415_Clain,2023-08-21,2023-08-22,2023-08-24,3.0
47-2023-08-18-00003,2023-08-18,2023-08-19,2023-08-27,9.0
20231416,2023-08-18,2023-08-19,2023-08-24,6.0
AP_Restriction-BvDordogne-162023081800003,2023-08-18,2023-08-19,2023-08-25,7.0
DDT/SEER/2023-025_BV_DORDOGNE,2023-08-18,2023-08-19,2023-08-25,7.0
82-2023-08-17-00001,2023-08-17,2023-08-19,2023-08-25,7.0
DDT/SEER/2023-025_BV DROPT,2023-08-18,2023-08-19,2023-08-25,7.0
DDT/SEER/2023-025_BV LOT,2023-08-18,2023-08-19,2023-08-25,7.0
DDT/SEER/2023-025_BV CHARENTE,2023-08-18,2023-08-19,2023-08-25,7.0
AP_Restriction-BvClain-162023082100001,2023-08-21,2023-08-22,2023-10-31,71.0
AP-Restriction-BvCharente-162023082100002,2023-08-21,2023-08-22,2023-08-22,1.0
23EB707,2023-08-21,2023-08-22,2023-08-23,2.0
36-2023-08-17-00004,2023-08-17,2023-08-19,2023-09-01,14.0
26-2023-08-17-00002,2023-08-17,2023-08-17,2023-08-30,14.0
DDT-SEF 2023-553,2023-08-07,2023-08-07,2023-08-16,10.0
DDT-SEF 2023-561,2023-08-17,2023-08-17,2023-08-23,7.0
2023-230-001,2023-08-18,2023-08-18,2023-09-11,25.0
2023-1297,2023-08-21,2023-08-21,2023-08-30,10.0
2023-1297,2023-08-21,2023-08-21,2023-08-21,1.0
2023-1297_D,2023-08-21,2023-08-21,2023-08-21,1.0
DDT-2023-298,2023-08-18,2023-08-18,2023-08-24,7.0
102-2023,2023-08-18,2023-08-18,2023-09-11,25.0
DDT53_AR-n°6_22-08-2023,2023-08-22,2023-08-23,2023-08-29,7.0
2023/ENV/PPE/006,2023-08-22,2023-08-22,2023-09-27,37.0
AP-Restriction-BvCharente-162023082200002,2023-08-22,2023-08-23,2023-08-23,1.0
65-2023-08-18-00005,2023-08-19,2023-08-19,2023-10-31,74.0
2023_0990,2023-08-22,2023-08-22,2023-09-30,40.0
65-2023-08-18-00006,2023-08-18,2023-08-19,2023-09-15,28.0
23-DDTM85-589,2023-08-21,2023-08-21,2023-09-03,14.0
32-2023-08-18-00004,2023-08-18,2023-08-19,2023-10-31,74.0
32-2023-08-18-00002,2023-08-18,2023-08-19,2023-10-31,74.0
AP 2023-1123 ACI adour,2023-08-23,2023-08-24,2023-08-25,2.0
Clain-20230822,2023-08-22,2023-08-23,2023-08-24,2.0
Charente-Boutonne20230822,2023-08-22,2023-08-23,2023-08-31,9.0
2023-07-02,2023-08-23,2023-08-23,2023-10-01,40.0
AP 2023-1131 ACI adour,2023-08-24,2023-08-26,2023-09-05,11.0
arrêté sécheresse du 22 août 2023,2023-08-22,2023-08-23,2023-08-29,7.0
2023-07-01,2023-08-23,2023-08-23,2023-10-01,40.0
AP-Restriction-BvCharente-162023082300001,2023-08-23,2023-08-24,2023-08-24,1.0
74_DDT_ARP_2023-1087_AR_Tous sauf G et AAmt,2023-08-23,2023-08-23,2023-10-03,42.0
23EB711,2023-08-23,2023-08-24,2023-08-25,2.0
82-2023-08-23-00003,2023-08-23,2023-08-26,2023-08-25,0.0
AP_2023_DDT_SEB_418_Charente_amont,2023-08-23,2023-08-24,2023-08-30,7.0
LB_LOT_AP_E-2023-242_20230823,2023-08-23,2023-08-26,2023-09-01,7.0
S_LOT_AP_E-2023-242_20230823,2023-08-23,2023-08-26,2023-09-01,7.0
A_LOT_AP_E-2023-242_20230823,2023-08-23,2023-08-26,2023-09-01,7.0
L_LOT_AP_E-2023-242_20230823,2023-08-23,2023-08-26,2023-09-01,7.0
D_LOT_AP_E-2023-242_20230823,2023-08-23,2023-08-26,2023-09-01,7.0
2A-2023-08-02-00004,2023-08-02,2023-08-02,2023-10-31,91.0
Arrêté DDT-SEEB-PPE-Etiage-49 n°2023-08,2023-08-23,2023-08-25,2023-08-30,6.0
SEEEN-BRIOD-2023-006,2023-08-23,2023-08-24,2023-09-15,23.0
SEEEN-BRIOD-2023-007,2023-08-23,2023-08-24,2023-10-31,69.0
ARRETE DDT-SGREB-2023-286,2023-08-24,2023-08-24,2023-09-20,28.0
DDT/SEB/PREMA-2023233-0001,2023-08-21,2023-08-22,2023-09-30,40.0
2149/2023,2023-08-24,2023-08-25,2023-09-30,37.0
20230823_AP7,2023-08-23,2023-08-25,2023-09-07,14.0
2023-08-23-001,2023-08-23,2023-08-23,2023-09-07,16.0
2023_CEROU_NON_REALIMENTE_02,2023-08-24,2023-08-26,2023-08-25,0.0
71-2023-08-23-00002,2023-08-23,2023-08-25,2023-08-24,0.0
2023_CEROU_NON_REALIMENTE_03,2023-08-24,2023-08-26,2023-08-25,0.0
2023_AFFLUENTS_AGOUT_MOYEN_02,2023-08-24,2023-08-26,2023-09-08,14.0
2023_AFFLUENTS_AVEYRON_AVAL_06,2023-08-24,2023-08-26,2023-09-08,14.0
2023_AFFLUENTS_AGOUT_AVAL_07,2023-08-24,2023-08-26,2023-09-08,14.0
2023_CEROU_NON REALIMENTE_04,2023-08-24,2023-08-26,2023-09-08,14.0
2023_CEROU_08,2023-08-24,2023-08-26,2023-09-08,14.0
2023_DADOU_NON_REALIMENTE_02,2023-08-24,2023-08-26,2023-09-08,14.0
AP_2023_DDT_SEB_420_Creuse,2023-08-24,2023-08-28,2023-10-31,65.0
2023_SOR_NON_REALIMENTE_02,2023-08-24,2023-08-26,2023-09-08,14.0
2023_TARN_MEDIAN_02,2023-08-24,2023-08-26,2023-09-08,14.0
2023_AFFLUENTS_RIVE_DROITE_TARN_MEDIAN_05,2023-08-24,2023-08-26,2023-09-08,14.0
2023_AFFLUENTS_TARN_MOYEN_07,2023-08-24,2023-08-26,2023-09-08,14.0
2023_AFFLUENTS_TARN_AVAL_07,2023-08-24,2023-08-26,2023-09-08,14.0
2023_TESCOU_07,2023-08-24,2023-08-26,2023-09-08,14.0
2023_THORE_ARN_NON_REALIMENTS_06,2023-08-24,2023-08-26,2023-09-08,14.0
2023_VERE_NON_REALIMENTE_06,2023-08-24,2023-08-26,2023-09-08,14.0
AP_2023_DDT_SEB_417_Clain,2023-08-24,2023-08-25,2023-08-31,7.0
2023_AGROS_10,2023-08-24,2023-08-26,2023-09-08,14.0
2023_ASSOU_06,2023-08-24,2023-08-26,2023-09-08,14.0
2023_BAGAS_08,2023-08-24,2023-08-26,2023-09-08,14.0
2023_BERNAZOBRE_06,2023-08-24,2023-08-26,2023-09-08,14.0
2023_EN_GUIBAUD_08,2023-08-24,2023-08-26,2023-09-08,14.0
2023_DOURDOU_09,2023-08-24,2023-08-26,2023-09-08,14.0
2023_RANCE_08,2023-08-24,2023-08-26,2023-09-08,14.0
2023_DURENQUE_02,2023-08-24,2023-08-26,2023-09-08,14.0
2023_GIROU_06,2023-08-24,2023-08-26,2023-09-08,14.0
12-2023-09 LOT,2023-08-23,2023-08-26,2023-09-08,14.0
12-2023-09 AVEYRON,2023-08-23,2023-08-26,2023-09-08,14.0
12-2023-09 TARN,2023-08-23,2023-08-26,2023-09-08,14.0
12-2023-09 ORB et HERAULT,2023-08-23,2023-08-26,2023-09-08,14.0
2023_VIAUR_AVAL_REALIMENTE_01,2023-08-24,2023-08-26,2023-09-08,14.0
2023_VIAUR_AMONT_REALIMENTE_01,2023-08-24,2023-08-26,2023-09-08,14.0
2023_AFFLUENTS_VIAUR_01,2023-08-24,2023-08-26,2023-09-08,14.0
Clain-20230824,2023-08-24,2023-08-25,2023-09-03,10.0
SNMP_20230824,2023-08-24,2023-08-25,2023-10-08,45.0
19-2023-08-24-00001_ESOU_DOR,2023-08-25,2023-08-25,2023-09-07,14.0
07-2023-08-24-00005,2023-08-24,2023-08-24,2023-09-14,22.0
20231423,2023-08-24,2023-08-25,2023-09-24,31.0
26-2023-08-17-00003 (LAO),2023-08-23,2023-08-23,2023-09-03,12.0
47-2023-08-28-00003,2023-08-28,2023-08-28,2023-09-15,19.0
19-2023-08-24-00001_ESUP_DOR,2023-08-25,2023-08-25,2023-09-07,14.0
AP-Restriction-BvCharente-162023082400001,2023-08-24,2023-08-25,2023-08-28,4.0
19-2023-08-24-00001_ESOU_VIENNE,2023-08-25,2023-08-25,2023-09-07,14.0
05-2023-08-23-00002,2023-08-23,2023-08-24,2023-09-03,11.0
19-2023-08-24-00001_ESUP_VIENNE,2023-08-25,2023-08-25,2023-09-07,14.0
2023-1297_D,2023-08-21,2023-08-21,2023-08-30,10.0
71-2023-08-23-00002-v2,2023-08-23,2023-08-25,2023-09-07,14.0
64-2023-08-24-00005 Ousse interdiction,2023-08-24,2023-08-25,2023-10-31,68.0
64-2023-08-24-00002 Lausset interdiction,2023-08-24,2023-08-25,2023-10-31,68.0
64-2023-08-24-00003 Mielle interdiction,2023-08-24,2023-08-25,2023-10-31,68.0
64-2023-08-24-00004 Escou interdiction,2023-08-24,2023-08-25,2023-10-31,68.0
LET230873 Vigilance Saison,2023-08-24,2023-08-24,2023-10-31,69.0
LET230873 Vigilance Nive et Nivelle,2023-08-24,2023-08-24,2023-10-31,69.0
1293,2023-08-24,2023-08-26,2023-09-14,20.0
Arrêté_alerte_Lauter,2023-08-24,2023-08-24,2023-10-31,69.0
Arrêté_alerte_secteur_4_RCA,2023-08-24,2023-08-24,2023-09-12,20.0
DT-23-0667,2023-08-25,2023-08-25,2023-09-08,15.0
DDT/SEER/2023-027,2023-08-25,2023-08-26,2023-09-01,7.0
65-2023-08-25-00001,2023-08-25,2023-08-25,2023-10-31,68.0
41-2023-08-24-00004,2023-08-24,2023-08-26,2023-09-01,7.0
58-2023-08-24-00005,2023-08-24,2023-08-25,2023-08-31,7.0
DDT/SEE/2023/0045,2023-08-25,2023-08-30,2023-09-07,9.0
78-2023-08-25-00001,2023-08-25,2023-08-26,2023-09-08,14.0
23-DDTM85-594,2023-08-23,2023-08-28,2023-10-31,65.0
23/DDTM85-561,2023-07-27,2023-07-28,2023-10-09,74.0
AR secteur 5 et DaFWL,2023-08-23,2023-08-23,2023-10-31,70.0
AP_Restriction-BvDordogne-162023082500002,2023-08-25,2023-08-26,2023-09-01,7.0
DDT-2023-309,2023-08-25,2023-08-25,2023-09-07,14.0
DDT-SEF-2023-570,2023-08-24,2023-08-24,2023-09-24,32.0
DDT-BIEF-2023-237-0001 du 25 août (ACI Tarn),2023-08-25,2023-08-26,2023-10-06,42.0
DDT-BIEF-2023-237-0001 du 25 août (ACI Lot),2023-08-25,2023-08-26,2023-10-06,42.0
DDT-BIEF-2023-237-0001 du 25 août (ACD RM),2023-08-25,2023-08-26,2023-10-06,42.0
DDT-BIEF-2023-237-0001 du 25 août (ACD LB),2023-08-25,2023-08-26,2023-10-06,42.0
23EB724,2023-08-25,2023-08-26,2023-08-28,3.0
23EB721,2023-08-25,2023-08-26,2023-09-01,7.0
23EB722,2023-08-25,2023-08-28,2023-08-31,4.0
DDT-SEEB-PPE-2023-Etiage n°2023-SN-07,2023-08-24,2023-08-25,2023-10-31,68.0
DDTM-SEMA-2023-0169_Ariège,2023-08-25,2023-08-25,2023-09-06,13.0
DDTM-SEMA-2023-0169_Tarn,2023-08-25,2023-08-25,2023-09-06,13.0
DDTM-SEMA-2023-0169,2023-08-25,2023-08-25,2023-09-06,13.0
Arrêté du 25 août 2023,2023-08-25,2023-08-26,2023-09-15,21.0
CP-Vigilance_Ill_aval,2023-08-24,2023-08-24,2023-10-31,69.0
AIP-VAUCLUSE-22-AOUT-2023-LEZ-AYGUES,2023-08-23,2023-08-23,2023-09-03,12.0
82-2023-08-25-00002,2023-08-25,2023-08-26,2023-08-30,5.0
AP-Restriction-BvCharente-162023082800001,2023-08-28,2023-08-29,2023-08-29,1.0
N°52-2023-08-00187,2023-08-28,2023-08-28,2023-10-16,50.0
Somme-2023-08-28,2023-08-28,2023-08-28,2023-12-31,126.0
23EB727,2023-08-28,2023-08-29,2023-08-29,1.0
DDT53_AR-n°7_29-08-2023,2023-08-29,2023-08-30,2023-09-11,13.0
AP-Restriction-BvCharente-162023082900003,2023-08-29,2023-08-30,2023-08-30,1.0
23EB729,2023-08-29,2023-08-30,2023-08-30,1.0
2023_alerte_renforcee_charente_2,2023-08-28,2023-08-28,2023-10-09,43.0
SEN/2023/08/28-123-ACD,2023-08-29,2023-08-30,2023-09-13,15.0
SEN/2023/08/28-123-ACI-Dropt,2023-08-29,2023-08-30,2023-09-13,15.0
SEN/2023/08/28-123-ACI-Dordogne,2023-08-29,2023-08-30,2023-09-13,15.0
AP 2023-1156_Hors ACI-signé,2023-08-29,2023-08-31,2023-09-13,14.0
SEN/2023/08/28-123-ACI-Garonne,2023-08-29,2023-08-30,2023-09-13,15.0
Arrêté DDT-SEEB-PPE-Etiage-49 n°2023-09,2023-08-30,2023-08-31,2023-09-07,8.0
Arrêté sécheresse n°15 du 30 août 2023,2023-08-30,2023-08-30,2023-09-05,7.0
23EB733,2023-08-30,2023-08-31,2023-09-05,6.0
DDTM34-2023-08-14193,2023-08-30,2023-08-30,2023-09-27,29.0
AP_Restriction-BvCharente-162023083000001,2023-08-30,2023-08-31,2023-09-05,6.0
LB_LOT_AP_E-2023-249_20230830,2023-08-30,2023-09-02,2023-09-15,14.0
A_LOT_AP_E-2023-249_20230830,2023-08-30,2023-09-02,2023-09-15,14.0
D_LOT_AP_E-2023-249_20230830,2023-08-30,2023-09-02,2023-09-15,14.0
L_LOT_AP_E-2023-249_20230830,2023-08-30,2023-09-02,2023-09-15,14.0
17399,2023-08-30,2023-08-31,2023-11-14,76.0
25-2023-08-31-00006,2023-08-31,2023-08-31,2023-09-17,18.0
25-2023-08-31-00007,2023-08-31,2023-08-31,2023-10-27,58.0
25-2023-08-31-00005,2023-08-31,2023-08-31,2023-09-17,18.0
25-2023-08-31-00004,2023-08-31,2023-08-31,2023-09-17,18.0
23EB737,2023-08-31,2023-09-01,2023-10-31,61.0
58-2023-08-31-00005,2023-08-31,2023-09-01,2023-09-15,15.0
2023-1355_D,2023-08-31,2023-08-31,2023-09-07,8.0
2023-1355_C,2023-08-31,2023-08-31,2023-09-07,8.0
2023-1355_L,2023-08-31,2023-08-31,2023-09-07,8.0
41-2023-08-31-00007,2023-08-31,2023-09-02,2023-09-07,6.0
23EB738,2023-09-01,2023-09-02,2023-09-08,7.0
36-2023-08-31-00001,2023-08-31,2023-09-02,2023-09-08,7.0
AP_Restriction-BvDordogne-162023090100002,2023-09-01,2023-09-02,2023-09-08,7.0
DDT/SEER/2023-029,2023-09-01,2023-09-02,2023-09-08,7.0
26-2023-08-31-00003,2023-08-31,2023-08-31,2023-10-31,62.0
AP_2023_DDT_SEB_430_Clain,2023-08-31,2023-09-01,2023-09-07,7.0
AP_2023_DDT_SEB_428_Charente_amont,2023-08-30,2023-08-31,2023-09-06,7.0
AP_N°2023_DDT_SEB_427_Gartempe_Anglin,2023-08-30,2023-09-04,2023-09-08,5.0
230810_AP_2023_DDT_SEB_404_Dive_du_Nord,2023-08-10,2023-09-01,2023-09-10,10.0
26-2023-09-04-00001 (LAO),2023-09-04,2023-09-04,2023-10-31,58.0
84-2023-09-04-lez-provencal-lauzon-aygues,2023-09-04,2023-09-04,2023-10-31,58.0
05-2023-09-04-00002,2023-09-04,2023-09-04,2023-10-31,58.0
AP 2023-1180 ACI adour,2023-09-06,2023-09-06,2023-09-13,8.0
DEAL-RN N°971-2023-08-28-00002,2023-08-28,2023-08-28,2023-09-28,32.0
Charente-Boutonne20230831,2023-08-31,2023-09-01,2023-09-07,7.0
Clain-20230901,2023-09-01,2023-09-04,2023-09-07,4.0
23EB745,2023-09-05,2023-09-06,2023-09-06,1.0
AP_Restriction-BvCharente-162023090500001,2023-09-05,2023-09-06,2023-09-06,1.0
82-2023-08-30-00002,2023-08-30,2023-08-31,2023-09-08,9.0
DDT53_AR-n°8_11092023,2023-09-11,2023-09-12,2023-09-26,15.0
Vigilance Sarre - abrogation alerte,2023-08-04,2023-08-04,2023-09-19,47.0
Vigilance Bruche - abrogation alerte,2023-08-04,2023-08-04,2023-09-19,47.0
23EB749,2023-09-06,2023-09-07,2023-09-12,6.0
AP-Restriction-BvCharente-162023090600001,2023-09-06,2023-09-07,2023-09-07,1.0
19-2023-09-08-00001_ESOU_DOR,2023-09-08,2023-09-08,2023-09-14,7.0
19-2023-09-08-00001_ESUP_DOR,2023-09-08,2023-09-08,2023-09-14,7.0
90-2023-09-06-00002,2023-09-06,2023-09-06,2023-10-26,51.0
19-2023-09-08-00001_ESOU_VIENNE,2023-09-08,2023-09-08,2023-09-14,7.0
19-2023-09-08-00001_ESUP_VIENNE,2023-09-08,2023-09-08,2023-09-14,7.0
arrêté sécheresse n°16 du 05 septembre 2023,2023-09-05,2023-09-06,2023-09-12,7.0
20230905_AP_2023_DDT_SEB_ 441_Charente_Amont,2023-09-05,2023-09-07,2023-10-04,28.0
AP_DDT_SEN_20230906_B134_EL,2023-09-06,2023-09-07,2023-10-08,32.0
AP_DDT_SEN_20230906_B134_axe_Saone,2023-09-06,2023-09-07,2023-10-08,32.0
AP_DDT_SEN_20230906_B134,2023-09-06,2023-09-07,2023-10-08,32.0
82-2023-09-06-00006,2023-09-06,2023-09-09,2023-09-15,7.0
71-2023-09-07-00007,2023-09-07,2023-09-08,2023-10-11,34.0
12-2023-10 LOT,2023-09-07,2023-09-09,2023-09-22,14.0
12-2023-10 AVEYRON,2023-09-07,2023-09-09,2023-09-22,14.0
12-2023-10 TARN,2023-09-07,2023-09-09,2023-09-22,14.0
12-2023-10 ORB et HERAULT,2023-09-07,2023-09-09,2023-09-22,14.0
2023-DDT-SE-384,2023-09-06,2023-09-07,2023-10-31,55.0
2023-DDT-SE-389,2023-09-06,2023-09-07,2023-10-31,55.0
05-2023-09-06-00001,2023-09-06,2023-09-06,2023-10-24,49.0
AP-Restriction-BvCharente-162023090700001,2023-09-07,2023-09-08,2023-09-13,6.0
Arrêté DDT-SEEB-PPE-Etiage-49 n°2023-10,2023-09-07,2023-09-08,2023-09-13,6.0
AP_2023_DDT_SEB_443_Clain,2023-09-06,2023-09-08,2023-09-20,13.0
41-2023-09-07-00002,2023-09-07,2023-09-08,2023-09-15,8.0
78-2023-09-08-00002,2023-09-08,2023-09-09,2023-10-27,49.0
DDTM-SEMA-2023-0184,2023-09-07,2023-09-07,2023-10-05,29.0
DDTM-SEMA-2023-0184_Ariège,2023-09-07,2023-09-07,2023-10-05,29.0
DDTM-SEMA-2023-0169_Tarn,2023-09-07,2023-09-07,2023-10-05,29.0
2023_alerte_renforcee_dordogne_2,2023-09-07,2023-09-07,2023-10-31,55.0
DDT/SEER/2023-032,2023-09-08,2023-09-09,2023-09-08,0.0
DDT/SEER/2023-032,2023-09-08,2023-09-09,2023-09-15,7.0
30.2023.09.07.00008,2023-09-07,2023-09-08,2023-09-13,6.0
20230908_AP8,2023-09-08,2023-09-08,2023-09-14,7.0
230908_AP_2023_DDT_SEB_446_Dive_du_Nord,2023-09-08,2023-09-11,2023-10-29,49.0
[APR Isere] N°38-2023-09-08-00002,2023-09-08,2023-09-08,2023-09-17,10.0
2023_AFFLUENTS_AGOUT_MOYEN_03,2023-09-07,2023-09-09,2023-09-15,7.0
2023_AFFLUENTS_AGOUT_AVAL_08,2023-09-07,2023-09-09,2023-09-15,7.0
AP_Restriction-BvDordogne-162023090800003,2023-09-08,2023-09-09,2023-09-15,7.0
2023_AFFLUENTS_AVEYRON_AVAL_07,2023-09-07,2023-09-09,2023-09-15,7.0
2023_CEROU_09,2023-09-07,2023-09-09,2023-09-15,7.0
36-2023-09-07-00001,2023-09-07,2023-09-09,2023-10-27,49.0
2023_CEROU_NON_REALIMENTE_05,2023-09-07,2023-09-09,2023-09-15,7.0
2023_DADOU_NON_REALIMENTE_03,2023-09-07,2023-09-09,2023-09-15,7.0
2023_SOR_NON_REALIMENTE_03,2023-09-07,2023-09-09,2023-09-15,7.0
2023_TARN_MEDIAN_03,2023-09-07,2023-09-09,2023-09-15,7.0
2023_AFFLUENTS_RIVE_DROITE_TARN_MEDIAN_06,2023-09-07,2023-09-09,2023-09-15,7.0
2023_TARN_MOYEN_01,2023-09-07,2023-09-09,2023-09-15,7.0
2023_AFFLUENTS_TARN_MOYEN_08,2023-09-07,2023-09-09,2023-09-15,7.0
2023_TARN_AVAL_01,2023-09-07,2023-09-09,2023-09-15,7.0
2023_AFFLUENTS_TARN_AVAL_08,2023-09-07,2023-09-09,2023-09-15,7.0
2023_TESCOU_08,2023-09-07,2023-09-09,2023-09-15,7.0
2023_THORE_ARN_NON_REALIMENTES_07,2023-09-07,2023-09-09,2023-09-15,7.0
2023_VERE_01,2023-09-07,2023-09-09,2023-09-15,7.0
2023_VERE_NON_REALIMENTE_07,2023-09-07,2023-09-09,2023-09-15,7.0
2023_VIAUR_AMONT_REALIMENTE_02,2023-09-07,2023-09-09,2023-09-15,7.0
2023_VIAUR_AVAL_REALIMENTE_02,2023-09-07,2023-09-09,2023-09-15,7.0
DDT-2023-327,2023-09-08,2023-09-08,2023-09-28,21.0
DDT42_DT23-0711_20230908,2023-09-08,2023-09-09,2023-09-11,3.0
2023_AFFLUENTS_VIAUR_02,2023-09-07,2023-09-09,2023-09-15,7.0
2023_AGROS_11,2023-09-07,2023-09-09,2023-09-15,7.0
2023_BAGAS_09,2023-09-07,2023-09-09,2023-09-15,7.0
2023_ASSOU_07,2023-09-07,2023-09-09,2023-09-15,7.0
2023_EN_GUIBAUD_09,2023-09-07,2023-09-09,2023-09-15,7.0
2023_GIROU_07,2023-09-07,2023-09-09,2023-09-15,7.0
2023_BERNAZOBRE_07,2023-09-07,2023-09-09,2023-09-15,7.0
2023_DURENQUE_03,2023-09-07,2023-09-09,2023-09-15,7.0
2023_DOURDOU_10,2023-09-07,2023-09-09,2023-09-15,7.0
2023_RANCE_09,2023-09-07,2023-09-09,2023-09-15,7.0
AP_N°2023_DDT_SEB_445_Gartempe_Anglin,2023-09-08,2023-09-09,2023-09-11,3.0
23EB751,2023-09-08,2023-09-09,2023-09-22,14.0
2023-1400_L,2023-09-07,2023-09-08,2023-10-04,27.0
2023-1400_D,2023-09-07,2023-09-08,2023-10-04,27.0
2023-1400_C,2023-09-07,2023-09-08,2023-10-04,27.0
76_Z10_20230911_V,2023-09-11,2023-09-11,2023-11-22,73.0
23-2023-09-08-00008,2023-09-08,2023-09-08,2023-09-14,7.0
45-20230908-Beauce,2023-09-08,2023-09-11,2023-10-12,32.0
45-20230908-Est et sud,2023-09-08,2023-09-11,2023-10-05,25.0
55-2023-SEC Grand Morin,2023-09-11,2023-09-13,2023-10-31,49.0
55-2023-SEC Petit Morin,2023-09-11,2023-09-13,2023-10-31,49.0
55-2023-SEC Aube Amont,2023-09-11,2023-09-13,2023-10-31,49.0
20230907-Clain,2023-09-07,2023-09-08,2023-09-21,14.0
20230907-Charente Boutonne,2023-09-07,2023-09-08,2023-09-13,6.0
AP_2023_DDT_SEB_372_Vienne,2023-07-27,2023-07-24,2023-09-11,50.0
AP_2023_DDT_SEB_453_Vienne,2023-09-11,2023-09-12,2023-10-02,21.0
DDT42_DT23-0726_20230911,2023-09-11,2023-09-12,2023-09-22,11.0
DDT/SEE/2023/0047,2023-09-08,2023-09-08,2023-10-05,28.0
110-2023,2023-09-12,2023-09-12,2023-10-10,29.0
23EB758,2023-09-12,2023-09-13,2023-09-13,1.0
56_2023_ESU_01,2023-09-11,2023-09-14,2023-11-16,64.0
Arrêté cadre n°2023-DDT49-SEEB-MTE-11,2023-09-13,2023-09-14,2023-09-21,8.0
AP 2023-1213,2023-09-13,2023-09-14,2023-10-31,48.0
AP 2023-1226 ACI adour,2023-09-13,2023-09-14,2023-09-13,0.0
2023/SEE/0161,2023-08-30,2023-09-01,2023-09-14,14.0
2023-09-06-001,2023-09-06,2023-09-06,2023-09-20,15.0
"Arrêté ""sécheresse"" n°17 du 13 septembre 2023",2023-09-13,2023-09-13,2023-09-19,7.0
20230916_AP9,2023-09-12,2023-09-15,2023-09-29,15.0
397-2023,2023-09-13,2023-09-13,2023-10-31,49.0
SEN/2023/09/11-126-ACD,2023-09-14,2023-09-14,2023-09-27,14.0
SEN/2023/09/11-126-ACI-Dordogne,2023-09-14,2023-09-14,2023-09-27,14.0
AP_Restriction-BvCharente-162023091300004,2023-09-13,2023-09-14,2023-09-20,7.0
SEN/2023/09/11-126-ACI-Garonne,2023-09-14,2023-09-14,2023-09-27,14.0
SEN/2023/09/11-126-ACI-Dropt,2023-09-14,2023-09-14,2023-09-27,14.0
23EB759,2023-09-13,2023-09-14,2023-09-19,6.0
(BLV)AP 38-2023-09-12-00007_et_26-2023-09-12-00002,2023-09-12,2023-09-12,2023-09-19,8.0
